FiscalVendorId,FiscalVendorCode,VendorName,SierraVendorCode
3241,266830,FORTSAS BOOKS LTD.,21660
3242,265091,FORUM ITALICUM,1325
3243,266269,FORUM NATIONAL TRUST,21071
3244,267566,FORWARD MOVEMENT PUBLICATIONS,22434
3245,268319,FOUNDATION CENTER,26512
3246,267124,FOUNDATION FOR CHILD DEVELOP-,21975
3247,268124,FOUNTAIN SQUARE PUBLISHING,23020
3248,265687,FOUR COURTS PRESS,18825
3249,266579,FOUR CREEKS PUBLICATIONS,21397
3250,267463,FOUR STAR BOOKS,22321
3251,265446,FOUR WALLS EIGHT WINDOWS,17226
3252,265724,FOUR WAYS WEST PUBLICATIONS,19040
3253,266364,FOUR WEST PUBLISHING,21175
3254,279067,FRAMELINE DISTRIBUTION,v823
3255,276384,FRANCIS J. MILLER,v655
3256,269116,FRANK CASS & CO.,4176
3257,266267,FRANK L. MINK,21069
3258,267670,FRANK SATULLO,22542
3259,265820,FRANK SCHAFFER PUBLICATIONS,19618
3260,266216,FRANKIE A. DOONAN,20991
3261,268766,FRANKLIN BOOK COMPANY INC.,6669
3262,268320,FRANKLIN COUNTY GENEALOGICAL &,26785
3263,269200,FRANKLIN COUNTY GENEALOGICAL S,v8
3264,278369,FRED FREELAND,v761
3265,282238,FRED L. DAVIS,v1355
3266,266756,FREDERIC H. JONES & ASSOCIATES,21582
3267,268006,FREEDOM BOOKS,22893
3268,266939,FREEDOM FORUM,21783
3269,267974,FREEMAN & COSTELLO PRESS,22858
3270,271553,FREER GALLERY OF ART,v333
3271,268322,FRENCH & EUROPEAN PUBLICATIONS,26950
3272,268837,FRENCH ANCESTORS,7349
3273,268845,FREUNDE DES WALLRAF-RICHARTZ-,74320
3274,281214,FRIED PUBLISHING CO.,v1135
3275,271552,FRIEDL BUSINESS INFORMATION LT,v347
3276,266081,FRIEDMAN/FAIRFAX PUBLISHERS,20698
3277,267594,FRIENDS OF GRACE CONFERENCE,22462
3278,268202,FRIENDS OF MACDONALD A COMM-,23107
3279,280491,FRIENDS OF THE CROSSETT PUBLIC,v1026
3280,267440,FRIENDS OF THE POPS,22297
3281,267153,FRITH PRESS,22005
3282,267796,FROG LIMITED,22672
3283,267741,FRONT STREET BOOKS,22614
3284,266193,FRONTLINE DISTRIBUTION,20952
3285,266556,FRP,21373
3286,269807,FULL CAST AUDIO,v120
3287,268290,FULTON COUNTY CHAPTER OGS,2404
3288,276947,FULTON COUNTY CHAPTER OGS,v693
3289,269782,FULTON COUNTY GENEALOGICAL SOC,v87
3290,268326,FULTON COUNTY HISTORICAL,27225
3291,273625,FULTON COUNTY HISTORICAL AND G,v534
3292,266870,FUN PUBLISHING,21702
3293,266677,FUNNY MANAGEMENT PUBLISHERS,21501
3294,264898,FURNITURE/TODAY,10794
3295,266169,FUTURE HORIZONS INC.,20918
3296,269977,FUTURE NETWORK USA,v148
3297,268924,FUTURES,816
3298,281403,G. E. MEYERS,v1190
3299,267080,G. HENLE USA,21930
3300,266273,G. SHAFFER,21076
3301,265655,G. W. STUART JR. RARE BOOKS,18687
3302,265145,GABRIEL'S HORN PUBLISHING CO.,13890
3303,266165,GABRIELLE FOX,20901
3304,266287,GADFLY PRODUCTIONS,21090
3305,279494,GAIL GIBBONS,NULL
3306,264847,GALE GROUP,19266
3307,265747,GALE GROUP,19237
3308,266082,GALE GROUP,20704
3309,265910,GALHATTAN PRESS,20032
3310,271875,GALLAGHER BOOKS,v378
3311,268630,GALLATIN COUNTY HISTORICAL,5553
3312,268296,GALLAUDET UNIVERSITY PRESS,2439
3313,280534,GALLIA CO. GENEALOGICAL SOCIET,v1039
3314,266182,GALLOPADE INTERNATIONAL,20939
3315,282084,GAME INFORMER,v1327
3316,268141,GAMMA PRESS INTERNATIONAL,23040
3317,265735,GANN HISTORICAL SOCIETY &,19127
3318,266054,GARDENER'S NETWORK,20621
3319,265596,GARETH STEVENS,18298
3320,268701,GARETH STEVENS,6084
3321,268329,GARLAND PUBLISHING INC.,27495
3322,278869,GARRARD COUNTY HISTORICAL SOCI,v803
3323,279832,GARY GRIMM & ASSOCIATES,v934
3324,272766,GARY ROSEN,v467
3325,268093,GARY S. ELLIS,22986
3326,267473,GATEWAY LEARNING CORPORATION,22333
3327,267470,GATEWAY/FILMS VISION VIDEO,22330
3328,265656,GATF PRESS,18691
3329,266557,GAUNTLET,21374
3330,270694,GAY & LESBIAN REVIEW,v220
3331,270312,GAYNA BASSIN,v174
3332,271446,GCLC,v315
3333,268953,GEBBIE PRESS,8743
3334,266277,GEMINI FINE BOOKS & ART LTD.,21080
3335,265937,GEMOLOGICAL INSTITUTE OF,20196
3336,276110,GENE HESSLER,v643
3337,266017,GENE MONTGOMERY,20469
3338,266518,GENEALOGICAL & HISTORICAL,21334
3339,279454,GENEALOGICAL ASSOCIATION OF NO,v879
3340,280514,GENEALOGICAL BOOKMAILING,v1032
3341,265416,GENEALOGICAL INSTITUTE,16930
3342,268331,GENEALOGICAL PUBLISHING CO.,27840
3343,268808,GENEALOGICAL RESEARCH,7064
3344,265109,GENEALOGICAL SERVICES,13518
3345,265258,GENEALOGICAL SOC OF VICTORIA,15368
3346,266686,GENEALOGICAL SOCIETY OF,2150
3347,267881,GENEALOGICAL SOCIETY OF,22760
3348,268916,GENEALOGICAL SOCIETY OF,8025
3349,282747,GENEALOGICAL SOCIETY OF ALLEGA,v1429
3350,269783,GENEALOGICAL SOCIETY OF FLEMIS,v88
3351,273212,GENEALOGICAL SOCIETY OF GREATE,v490
3352,269794,GENEALOGICAL SOCIETY OF HENRY,v103
3353,268900,GENEALOGICAL SOCIETY OF OLD,79401
3354,272625,GENEALOGICAL SOCIETY OF PENNSY,v449
3355,270314,GENEALOGICAL SOCIETY OF ROCKIN,v178
3356,268544,GENEALOGICAL SOCIETY OF ROWAN,4843
3357,268965,GENEALOGICAL SOCIETY OF ROWAN,9213
3358,271688,GENEALOGICAL SOCIETY OF SOUTH,v356
3359,272531,GENEALOGICAL SOCIETY OF SOUTHW,v439
3360,272052,GENEALOGICAL SOURCES,v410
3361,267508,GENEALOGISTS OF THE CLINTON,22369
3362,268852,GENEALOGY SOCIETY OF SOUTHERN,7474
3363,265131,GENERAL DISTRIBUTION SERVICES,13744
3364,267422,GENERAL PUBLISHING GROUP,22278
3365,267708,GENERAL SOCIETY OF MAYFLOWER,22580
3366,265130,GENERAL SOCIETY OF MAYFLOWER D,13736
3367,267334,GENERATIONS PRESS,22190
3368,267883,GENLAW RESOURCES,22762
3369,268282,GENTLE BEAM PUBLICATIONS,23194
3370,266601,GENTLE BREEZE PUBLISHERS,21419
3371,268333,GEOCENTER,28061
3372,265461,GEOGRAPHICAL MAGAZINE,17337
3373,281040,GEOLOGICAL SOCIETY OF AMERICA,v1092
3374,268013,GEOLYTICS INC.,22901
3375,266442,GEORGE BRAZILLER INC.,21255
3376,268029,GEORGE MEMORIAL LIBRARY,22918
3377,268482,GEORGE S. MACMANUS CO.,41513
3378,265545,GEORGE WASHINGTON UNIVERSITY,17967
3379,265962,GEORGE WILLIAMSON,20284
3380,266974,GEORGE ZORITCH,21821
3381,266778,GEORGETOWN UNIVERSITY PRESS,21606
3382,266894,GERAL HOBERMAN PUBLICATIONS,21726
3383,282500,GERALD W. SUTPHIN,v1401
3384,268052,GERMAN LANGUAGE VIDEO CENTER,22943
3385,270311,GERMAN RESEARCH ASSOCIATION IN,v172
3386,268240,GERMAN-BOHEMIAN HERITAGE,23149
3387,279187,GERMANIC GENEALOGY SOCIETY,v835
3388,264853,GERMANS FROM RUSSIA HERITAGE,10157
3389,279066,GERMANSENSE,v822
3390,266146,GERMANTOWN HISTORICAL SOCIETY,20866
3391,271443,GERRI M. STRAYER,v311
3392,268231,GERTRUDE SCHAEFER-SIMMERN,23138
3393,268838,GESELLSCHAFT FUR FAMILIEN-,7350
3394,271604,GGS SALES COMMITTEE,v351
3395,276473,GHP,v658
3396,265836,GIBSON PRESS INC,19690
3397,267902,GIL SAENZ,22782
3398,281022,GILDAN MEDIA CORP.,v1089
3399,266029,GILDER TECHNOLOGY REPORT,20509
3400,267280,GINNY WISNIEWSKI,22136
3401,281603,GIOVANNAS CUCINA,v1231
3402,282749,GIRL ON A MISSION MUSIC LLC,v1431
3403,267925,GIRL PRESS,22806
3404,281170,GIRL SCOUTS OF THE USA,v1119
3405,267209,GIVENS BOOKS,22063
3406,276794,GIVING USA FOUNDATION,v678
3407,266250,GLAD DAY BOOKS,21043
3408,266316,GLADYS GOSSETT HANKINS OR,21121
3409,265788,GLASS LIBRARY,19474
3410,267590,GLASS ON METAL MAGAZINE,22458
3411,273783,GLENDA BEDINGHAUS,v540
3412,274245,GLENDA BEDINGHAUS,v567
3413,267495,GLENMARY RESEARCH CENTER,22355
3414,274306,GLITTER CREEK INC.,v572
3415,280459,GLOBAL BLACK INVENTOR RESEARCH,v1022
3416,267868,GLOBAL BRAIN INC.,22746
3417,273415,GLOBAL COMMUNICATION,v505
3418,265894,GLOBAL ENGINEERING DOCUMENTS,19971
3419,266731,GLOBAL HERITAGE PRESS,21554
3420,268945,GLOBAL SPORTS PRODUCTIONS LTD,8606
3421,282215,GLOBAL STUDIO,v1349
3422,266907,GLOBAL TRAVEL PUBLISHERS,21744
3423,266565,GLOBE FEARON EDUCATIONAL,21382
3424,268338,GLOBE PEQUOT PRESS,28577
3425,267571,GLOUCESTER PUBLISHERS,22439
3426,268339,GODFREY MEMORIAL LIBRARY,28590
3427,266526,GOLD HORSE PUBLISHING,21342
3428,266783,GOLDEN BELL PRESS,21611
3429,267660,GOLDEN EAGLE BOOKS,22531
3430,267619,GOLDEN HANDS PRESS,22487
3431,266700,GOLDEN RINGS PUBLISHING,21523
3432,265320,GOLDEN WEST BOOKS,15950
3433,265393,GOLDHIL HOME MEDIA,16752
3434,266934,GOLF DIGEST COMPANIES,21778
3435,265169,GOLF WORLD BACK COPIES,14126
3436,268341,GONGWER NEWS SERVICE INC.,28760
3437,266344,GOOD APPLE,21152
3438,267749,GOOD BOOKS GOOD FRIENDS L.L.C,22622
3439,267048,GOOD SAMARITAN PUBLISHING,21898
3440,267793,GORDIAN PRESS,22669
3441,266385,GORDON & BREACH MAG UNLTD,21197
3442,265965,GORDON BRISCOE,20290
3443,268343,GORDON PRESS PUBLISHERS,28910
3444,266201,GORDON SOULES BOOK PUBLISHERS,20967
3445,268342,GORDON'S ART REFERENCE INC,28905
3446,267613,GORILLA WORKS PUBLISHERS,22481
3447,282420,GOT-AUTISM LLC,v1386
3448,271824,GOVERNING,v372
3449,269203,GOVERNMENT FINANCE OFFICERS,v13
3450,268765,GOVERNMENT INFORMATION,6649
3451,264938,GOVERNMENT INSTITUTES,11331
3452,268518,GOVERNMENT RESEARCH SERVICE,4546
3453,268119,GPN/UNIVERSITY OF NEBRASKA,23014
3454,269143,GPO,79239
3455,267296,GR PUBLISHING,22152
3456,269712,GRACE ABRAHAM PUBLISHING,v51
3457,265490,GRACE PRODUCTS CORP.,17547
3458,265691,GRANARY BOOKS,18868
3459,267331,GRANITE MOUNTAIN,22187
3460,266352,GRAPEVINE PRESS,21160
3461,267113,GRAPEVINE PUBLICATIONS,21964
3462,268345,GRAPHIC ARTS CENTER PUBLISHING,29240
3463,266047,GRAPHIC ARTS TECHNICAL,20586
3464,265862,GRAPHIC PUBLISHERS,19821
3465,264913,GRASSROOTS INSTITUTE,10991
3466,268337,GRAVE MATTERS,2840
3467,265640,GRAVEBLANKETS,18588
3468,281087,GRAVES COUNTY GENEALOGICAL SOC,v1102
3469,265508,GRAY & COMPANY PUBLISHERS,17706
3470,267570,GRAYWOLF PRESS,22438
3471,266140,GREAT ACQUISITIONS BOOKS,20853
3472,271065,GREAT BOOKS FOUNDATION,v257
3473,268346,GREAT FALLS GENEALOGICAL SOC.,29335
3474,271547,GREAT LAKES PUBLISHING CO.,v342
3475,265543,GREAT OAKS INSTITUTE OF,17962
3476,268016,GREAT RIVER PUBLISHING,22904
3477,266281,GREAT SMOKY MOUNTAINS,21084
3478,267630,GREATER CANTON WRITERS GUILD,22498
3479,267226,GREATER CINCINNATI BLUES,22081
3480,268347,GREATER CINCINNATI CHAMBER OF,29390
3481,265648,GREATER CINCINNATI COALITION,18642
3482,266966,GREATER CINCINNATI FOUNDATION,21813
3483,267358,GREATER CINCINNATI PEOPLE,22214
3484,275690,GREATER CINCINNATI TELEVISION,v625
3485,265193,GREATER CINCINNATI'S,14423
3486,271876,GREEN COUNTY GENEALOGICAL SOCI,v379
3487,266764,GREEN GATE BOOKS,21591
3488,265455,GREENE COUNTY CHAPTER OGS,17293
3489,269781,GREENE COUNTY GENEALOGICAL SOC,v86
3490,267164,GREENE STREET RECORDS,22016
3491,277991,GREENHILLS BRANCH PERIODICAL C,GRNPERCLAIM
3492,268348,GREENHILLS JOURNAL,29460
3493,279440,GREENVILLE CHAPTER SOUTH CAROL,v874
3494,268349,GREENWOOD PUBLISHING GROUP,29520
3495,267654,GREG SCHOLL VIDEO PRODUCTIONS,22525
3496,281269,GREGATH COMPANY INC.,v1150
3497,270687,GREGORY WILLIAMS,v213
3498,268350,GREY HOUSE PUBLISHING,29576
3499,278167,GREY HOUSE PUBLISHING,v744
3500,267848,GREYSTONE BOOKS,22726
3501,267507,GRIFFON HOUSE PUBLICATIONS,22368
3502,275784,GROESBECK BRANCH PERIODICAL CL,GROPERCLAIM
3503,267297,GROUNDWOOD BOOKS,22153
3504,266513,GROUP COMMUNICATIONS CANADA,21329
3505,265890,GROVE'S DICTIONARIES,19956
3506,268805,GROVES DICTIONARIES/STOCKTON,7043
3507,265246,GRUNER & JAHR PUBLISHING,15179
3508,268355,GRYPHON HOUSE,29890
3509,268910,GSEA,79634
3510,267114,GSG & ASSOCIATES INC.,21965
3511,266737,GT INTERACTIVE SOFTWARE,21562
3512,279999,GT RECORDINGS INC.,v951
3513,280165,GUARDIAN EXPRESS,v972
3514,265170,GUERNSEY COUNTY GENEALOGICAL,14127
3515,266350,GUIDE,21158
3516,268638,GUIDEPOSTS,5632
3517,268259,GUIDES FOR LIVING,23169
3518,269101,GUILD OF ONE-NAME STUDIES,17324
3519,265485,GUILD PRESS,17515
3520,267500,GUILDCRAFT INC,22361
3521,268307,GUILFORD COUNTY GENEALOGICAL,2578
3522,271066,GUILFORD PUBLICATIONS,v258
3523,266174,GUITAR BACK ISSUE DEPT,20926
3524,265768,GUITAR ONE MUSIC DISPATCH,19352
3525,268358,GUITAR PLAYER,30000
3526,271371,GUITAR PLAYER,3000
3527,282186,GUITAR WORLD,v1344
3528,265504,GULF PUBLISHING COMPANY,1767
3529,268007,GULLIVER BOOKS,22894
3530,267675,GUT INSTINCT PRESS,22547
3531,270385,GWEN DEGEARE BOOKSELLER,v181
3532,268397,H. E. HOWARD INC.,32790
3533,268877,H. W. WILSON COMPANY,76930
3534,267237,H&M DISTRIBUTION,22093
3535,279872,HACHAI PUBLISHING,v942
3536,265027,HACHETTE FILIPACCHI MAGAZINES,12387
3537,268359,HACKER ART BOOKS,30140
3538,267257,HAFFNER PRESS,22113
3539,268360,HAINES & CO. INC.,30220
3540,265737,HAL BERNARD ENTERPRISES,19152
3541,268461,HAL LEONARD PUBLISHING CORPORA,39572
3542,268024,HALCYON HOUSE,22913
3543,265439,HALF HALT PRESS,17177
3544,265368,HAMBLEDON PRESS,16466
3545,268361,HAMILTON COUNTY CHAPTER OGS,30405
3546,265697,HAMILTON COUNTY GENEALOGICAL,18906
3547,266739,HAMILTON COUNTY OF SOIL &,21564
3548,274551,HAMILTON COUNTY PARK DISTRICT',v581
3549,268362,HAMILTON COUNTY REGIONAL,30423
3550,268153,HAMILTON JOURNAL-NEWS,23054
3551,268169,HAMMONDS ANTIQUES AND BOOKS,23071
3552,268363,HANCOCK COUNTY GENEALOGICAL,30450
3553,267231,HANGING LOOSE PRESS,22087
3554,267453,HANKS HISTORICAL REVIEW,22310
3555,272185,HANLEY WOOD LLC,v413
3556,280271,HANNAH NEWS SERVICE,v982
3557,267127,HARBOUR AND ASSOCIATES INC.,21978
3558,265321,HARDIN COUNTY GENEALOGICAL,15965
3559,274203,HARDIN COUNTY HISTORICAL SOCIE,v563
3560,267056,HARDUF BOOKS,21906
3561,265390,HARLAN DAVIDSON INC.,16704
3562,281152,HARLESS PUBLISHING CO.,v1115
3563,268556,HARMONIE PARK PRESS,4914
3564,268364,HARMONIZER,30625
3565,266443,HARMONY HEARTH LLC,21256
3566,275596,HAROLD A. GEORGE,v617
3567,266920,HAROLD E. FRYE,21763
3568,267829,HARPER AUDIO,22705
3569,267871,HARPER INFORMATION,22749
3570,265260,HARPERCOLLINS PUBLISHERS,15373
3571,268365,HARPERCOLLINS PUBLISHERS,30680
3572,267864,HARPERS FERRY CENTER,22742
3573,266809,HARRIS COMMUNICATIONS INC.,21638
3574,281530,HARRIS DONE PRODUCTIONS,v1207
3575,269332,HARRIS INFOSOURCE,v21
3576,268366,HARRIS PUBLISHING COMPANY,30725
3577,277996,HARRISION BRANCH PERIODICAL CL,HARPERCLAIM
3578,266292,HARRISON CENTURY AND GOLD,21096
3579,266110,HARRISON COUNTY GENEALOGICAL,20784
3580,279443,HARRISON COUNTY GENEALOGICAL S,v877
3581,265555,HARRY BELTRANI,18004
3582,278066,HARRY L. ROSS,v743
3583,282345,HARRY L. SELLARDS JR.,v1378
3584,272042,HARVARD BUSINESS REVIEW,v399
3585,267587,HARVARD COMMON PRESS,22455
3586,267054,HARVARD EDUCATION PUBLISHING,21904
3587,265959,HARVARD HEALTH PUBLICATIONS,20279
3588,268370,HARVARD JOURNAL OF LAW AND,30940
3589,267265,HARVARD PERSPECTIVES PRESS,22121
3590,268373,HARVARD UNIVERSITY PRESS,31040
3591,266099,HARVEST HOUSE,20759
3592,265900,HATHERLEIGH,19981
3593,270816,HATHSHIRE PRESS,v235
3594,267705,HAWAIIAN HISTORICAL SOCIETY,22577
3595,268260,HAWKS MEDIA INC.,23170
3596,268377,HAWORTH PRESS INC.,31190
3597,271062,HAYMARKET BUSINESS PUBLICATION,v254
3598,269785,HAYMARKET MAGAZINE LTD,v91
3599,271059,HAYMARKET MOTORING,v251
3600,265324,HAYNES PUBLICATIONS,16016
3601,268227,HEALTH COMMUNICATIONS,23134
3602,267738,HEALTH FOUNDATION,22611
3603,266615,HEALTH IMPROVEMENT COLLABORA-,21433
3604,268768,HEALTH LETTER ASSOCIATION,6712
3605,265117,HEALTH RESOURCES PUBLISHING,13571
3606,268897,HEALTHCARE FINANCIAL,79240
3607,282083,HEALTHY VISIONS,v1326
3608,265873,HEARST COMMUNICATIONS INC.,19885
3609,265938,HEARST SINGLE COPIES,20198
3610,266485,HEART OF AMERICA,21301
3611,266231,HEARTHSONG,21010
3612,268129,HEARTSONG COMMUNICATIONS,23025
3613,282573,HEAVENS MARK PRODUCTIONS,v1407
3614,279823,HEBERT PUBLICATIONS,v925
3615,268378,HEBREW UNION COLLEGE,31390
3616,266055,HEBREW UNION COLLEGE LIBRARY,20624
3617,266384,HEIAN INTERNATIONAL,21196
3618,266471,HEIDI KYLE,21286
3619,266370,HEIMBURGER HOUSE PUBLISHERS,21182
3620,268379,HEINEMANN,31420
3621,265684,HEINEMANN-RAINTREE,18815
3622,267982,HEINEMANN-RAINTREE,22866
3623,280727,HEINEMANN-RAINTREE,NULL
3624,268380,HELDREF PUBLICATIONS,31470
3625,267608,HELGA ROGERS,22476
3626,266248,HELICON NINE EDITIONS,21038
3627,266173,HELLENIC COLLEGE PRESS,20925
3628,267402,HELLGATE PRESS,22258
3629,267379,HELP DESK INSTITUTE,22236
3630,268615,HEMMINGS MOTOR NEWS,5393
3631,266427,HEMSTREET FORESTRY,21240
3632,266465,HENDRICKS COUNTY PLANNING &,21280
3633,265896,HENDRICKSON PUBLISHERS INC.,19974
3634,276879,HENRY COUNTY GENEALOGICAL SOCI,v685
3635,265026,HENRY COUNTY HISTORICAL,12375
3636,268196,HENRY HOLT/MPS,23101
3637,269117,HENRY SOTHERAN LTD,21624
3638,267176,HENRY Z. JONES JR.,22028
3639,266887,HER INTERACTIVE INC.,21719
3640,266983,HERALD PRESS,21831
3641,266496,HERALDRY SOCIETY OF CANADA,21312
3642,277254,HEREFORDSHIRE FAMILY HISTORY S,v711
3643,277251,HERITAGE BOOK SHOP INC. & BIND,v708
3644,268777,HERITAGE BOOKS INC.,6766
3645,267627,HERITAGE CREATIONS,22495
3646,268382,HERITAGE FOUNDATION,31559
3647,267525,HERITAGE GLOBAL PUBLISHING,22390
3648,265152,HERITAGE PRESS,13956
3649,266230,HERITAGE QUEST,21008
3650,268412,HERITAGE QUEST,3431
3651,267913,HERMAN CHIMUSORO,22793
3652,265825,HERMITAGE ANTIQUARIAN BOOKSHOP,19632
3653,265781,HERMOGRAPH PRESS,19415
3654,267451,HERO ARTS,22308
3655,269129,HEROLD,22664
3656,280368,HERON ISLAND GUIDES,v1008
3657,267154,HERRING PRESS,22006
3658,267834,HERVEY'S BOOKLINK & COOKBOOK,22710
3659,281082,HEUER PUBLISHING,v1097
3660,266000,HEYDAY,20391
3661,282467,HGTV MAGAZINE,v1396
3662,265899,HIAA DISTRIBUTION CENTER,19978
3663,265034,HIARING COMPANY,12477
3664,265106,HIGGINSON BOOK COMPANY,13489
3665,282881,HIGH PLAINS PRESS,HIGHP
3666,282764,HIGH RIDGE BOOKS INC.,v1433
3667,267712,HIGHBRIDGE AUDIO,22584
3668,266393,HIGHLAND HOUSE II,21205
3669,267866,HIGHLAND PUBLISHERS AND,22744
3670,282690,HIGHLANDER,v1417
3671,270040,HIGHLINE FINANCIAL LLC,v160
3672,264872,HIGHSMITH COMPANY INC.,10475
3673,279622,HIKE FOR YOUR LIFE LLC,v891
3674,266272,HILLFOREST,21074
3675,265950,HILTON PUBLISHING,20232
3676,281423,HILTON PUBLISHING,v1191
3677,267901,HIMALAYAN ACADEMY PUB.,22781
3678,265838,HIMALAYAN INSTITUTE,19693
3679,265695,HINSHAW MUSIC,18893
3680,268384,HIRSCH ORGANIZATION INC.,32125
3681,265536,HISPANIC BUSINESS INC.,17910
3682,271064,HISPANIC PUBLISHING GROUP,v256
3683,268247,HISTORIC AVIATION,23156
3684,280520,HISTORIC JAIL PRESERVATION COR,v1034
3685,265979,HISTORIC NEW ORLEANS,20342
3686,282122,HISTORIC PARIS BOURBON COUNTY,v1333
3687,267316,HISTORIC SALES,22172
3688,267775,HISTORIC SALES,22650
3689,267603,HISTORIC STERNWHEEL,22471
3690,265708,HISTORICAL AND GENEALOGICAL,1897
3691,266988,HISTORICAL BOOKS DISTRIBUTORS,21836
3692,265843,HISTORICAL PUBLICATIONS,19723
3693,270690,HISTORICAL SOCIETY BOWLING GRE,v216
3694,265713,HISTORICAL SOCIETY OF,19009
3695,279150,HISTORICAL SOCIETY OF CARROLL,v830
3696,268387,HISTORICAL SOCIETY OF THE,3231
3697,269138,HISTORISCHE KOMMISSION FUR,23159
3698,265556,HISTORY BOOK CLUB,18005
3699,266760,HISTORY IN PRINT,21587
3700,267144,HISTORY INC.,21996
3701,265949,HISTORY MAGAZINE,20227
3702,265866,HISTORY MAGAZINE OR MOORESHEAD,19857
3703,268036,HISTORYK PRESS,22925
3704,267769,HNB PUBLISHING,22644
3705,266931,HOBE COMMUNICATIONS INC,21774
3706,267535,HOBSONS,22401
3707,271621,HOCKING COUNTY CHAPTER OGS,v355
3708,282876,HODESH,HODES
3709,279195,HOFFMAN MEDIA INC.,v843
3710,267818,HOFFMAN'S BOOKSHOP,22694
3711,267611,HOLCOMB HATHAWAY PUBLISHERS,22479
3712,268626,HOLIDAY HOUSE,5511
3713,266689,HOLINESS ARCHIVES PUBLISHING,21512
3714,268042,HOLLAND STORE,22932
3715,281569,HOLLYWOOD CREATIVE DIRECTORY,v1213
3716,275594,HOLLYWOODNT PRODUCTIONS,v615
3717,269780,HOLMES COUNTY GENEALOGICAL SOC,v85
3718,265487,HOME BUYER PUBLICATIONS INC.,17531
3719,269976,HOME COMPANION PUBLISHING GROU,v147
3720,266949,HOME LIFE INC,21794
3721,269707,HOME VISION CINEMA,v46
3722,268400,HOMESPUN TAPES,3294
3723,266527,HOMESTEAD PRESS,21343
3724,267273,HOMESTORE PLANS AND,22129
3725,267262,HOMESTYLES PUBLISHING &,22118
3726,265712,HOMETOWN GOLF,18994
3727,267033,HOMETOWN VIDEO,21881
3728,267225,HOMMACHIBASHI 8-2-2A,22080
3729,266334,HOOVER INSTITUTION PRESS,21139
3730,265501,HOOVER'S,17671
3731,266441,HOOVER'S BUSINESS PRESS,21254
3732,267907,HOPEWELL,22787
3733,268389,HOPKINS FULFILLMENT SERVICE,32460
3734,273262,HOSTELLING INTERNATIONAL-USA,v495
3735,266592,HOT BOX PRESS,21410
3736,267022,HOTHEM HOUSE,21870
3737,267286,HOUGHTON MIFFLIN COLLEGE,22142
3738,268395,HOUGHTON MIFFLIN COMPANY,32697
3739,265257,HOUGHTON MIFFLIN HARCOURT,15362
3740,270695,HOUSE OF WHITE BIRCHES,v221
3741,268396,HOUSTON CHRONICLE,32785
3742,268049,HOUSTON ENTERPRISES,22939
3743,265674,HOWARD CORE & COMPANY,18769
3744,271367,HOWARD COUNTY GENEALOGICAL SOC,v279
3745,265876,HOWARD HUGHES MEDICAL,19894
3746,265927,HOWARD STEAMBOAT MUSEUM INC.,20147
3747,265855,HOWARD WHORTON JR,19784
3748,267832,HOWLET PRESS,22708
3749,281005,HOWSA BOUT THAT,v1085
3750,265316,HR MANAGER'S LEGAL REPORTER,15918
3751,274830,HUBLER ENTERPRISE,v594
3752,266309,HUCK SPAULDING ENTERPRISES,21113
3753,268399,HUDSON GENEALOGICAL STUDY,32860
3754,268284,HUDSON'S DIRECTORY,2333
3755,273417,HUGH HANLEY,v507
3756,279839,HUGH HOFFMAN,v941
3757,264854,HUGH LAUTER LEVIN ASSOCIATES,10186
3758,278463,HUGUENOT LIBRARY,v767
3759,265380,HUMAN KINETICS,16610
3760,268271,HUMANITY BOOKS,23181
3761,266493,HUNGRY MINDS,21309
3762,267658,HUNTER PUBLISHERS INC.,22529
3763,270444,HUNTINGDONSHIRE FAMILY HISTORY,v203
3764,277507,HURLEY MEDIA,v718
3765,268787,HURON COUNTY CHAPTER OGS,6889
3766,267698,HUSHION HOUSE PUBLISHING LTD.,22570
3767,267877,HUUMANISTS,22756
3768,277998,HYDE PARK BRANCH PERIODICAL CL,HYDPERCLAIM
3769,281168,HYDE PARK GOLF AND COUNTRY CLU,v1117
3770,267083,I DOLLS,21933
3771,268161,I E CLARK PUBLICATIONS,23062
3772,268102,IAAO,22996
3773,267634,IAD PUBLICATIONS,22502
3774,269133,IAML (UK),23049
3775,265015,IAML-U.S.,12289
3776,269149,IAN HERBERT,11045
3777,265120,IAPES,13592
3778,264939,IBBOTSON ASSOCIATES INC.,11334
3779,267572,IBERLAE,22440
3780,267058,IBJ CORPORATION,21908
3781,271056,IC PUBLICATIONS,v248
3782,268441,ICMA,368
3783,264955,ICNA,11655
3784,266151,ICONOGRAFIX INC.,20878
3785,281289,IDEA,v1123
3786,265954,IDEAS & CAPITAL,20255
3787,268199,IDSA BOOKS,23104
3788,268401,IEEE SERVICE CENTER,33195
3789,265335,IFAR,16124
3790,268276,IGNATIUS PRESS,23188
3791,266422,ILLIANA,21235
3792,266866,ILLINOIS HISTORIC PRESERVATION,21698
3793,265642,ILLINOIS STATE HISTORICAL,18598
3794,268933,ILO PUBLICATIONS CENTER,8312
3795,270391,IMA SCHOOL SUPPLY,v187
3796,270439,IMAGINATIVE MINDS,v189
3797,267185,IMAJEN INC.,22038
3798,266583,IMINORITIES INC,21401
3799,268934,IMMIGRANT GENEALOGICAL SOCIETY,8337
3800,268019,IMPOREX INTERNATIONAL INC.,22907
3801,266387,IMPORTED BOOKS,21199
