FiscalVendorId,FiscalVendorCode,VendorName,SierraVendorCode
1448,267377,LARRY WINGET,22234
1449,264886,LATINFINANCE,10632
1450,267506,LAUREL GLEN PUBLISHING,22367
1451,279831,LAURENS DISTRICT CHAPTER OF TH,v933
1452,265238,LAW JOURNAL PRESS,15082
1453,269709,LAWRENCE COUNTY GENEALOGICAL S,v48
1454,272193,LAWRENCE COUNTY HISTORCIAL COM,v421
1455,265113,LAWRENCE ERLBAUM ASSOCIATES,13549
1456,268312,LAWRENCE ERLBAUM ASSOCIATES,2607
1457,272332,LAWYERS DIARY AND MANUAL,v427
1458,267905,LAYLA DAKEL,22785
1459,268063,LDS LIVING INC.,22955
1460,268913,LE COMITE DES ARCHIVES,79709
1461,281004,LE COMITE DES ARCHIVES DE LA L,v1084
1462,268519,LEADERSHIP DIRECTORIES,4547
1463,267626,LEAGUE OF WOMEN VOTERS OF OHIO,22494
1464,268008,LEAPFROG SCHOOLHOUSE,22896
1465,265561,LEARNING COMPANY,18037
1466,266108,LEARNING EXPRESS,20782
1467,275687,LEARNING PORT,v622
1468,276795,LEARNING SEED,v679
1469,281117,LEARNING THROUGH ART,v1107
1470,277772,LEARNINGFROMDVDS,v735
1471,268459,LECTORUM PUBLICATIONS INC,39355
1472,266439,LEGACY PRESS,21252
1473,267173,LEGACY PUBLISHERS,22025
1474,282475,LEGACY 78 PRESS LTD.,v1397
1475,264977,LEGAL DIRECTORIES PUBLISHING,1189
1476,267564,LEGAL SERVICES CORPORATION,22432
1477,282228,LELAND M. COLE,v1354
1478,266014,LEMON TREE PRESS,20451
1479,265955,LEO BACA,20259
1480,267695,LEONARD'S BOOKS,22567
1481,266184,LEPIDOPTERA RESEARCH,20941
1482,267353,LERN,22209
1483,268462,LERNER GROUP,39575
1484,282123,LESLIE KORENKO,v1334
1485,267150,LESSONSONGS MUSIC,22002
1486,268214,LESTER HOROWITZ,23120
1487,266133,LET'S DO IT PRODUCTIONS,20842
1488,280157,LETCHER COUNTY HISTORICAL,v969
1489,267557,LEVENGER PRESS,22425
1490,267648,LEWIS & RENN ASSOCIATES INC.,22517
1491,267397,LEWIS COUNTY HISTORICAL,22253
1492,272687,LEXINGTON GENEALOGICAL ASSOCIA,v453
1493,265651,LEXIS,18675
1494,266599,LEXIS ACADEMIC & LIBRARY,21417
1495,267443,LEXISNEXIS BUSINESS & ACADEMIC,22300
1496,268508,LEXISNEXIS MATTHEW BENDER,43980
1497,265477,LEYERLE PUBLICATIONS,17459
1498,267145,LEYSHON'S BOOK,21997
1499,265417,LIBERTY FUND INC.,16933
1500,276381,LIBERTY MAXIMUS PRESS,v652
1501,266175,LIBRAIRIE CHAMPLAIN,20929
1502,268466,LIBRARIES UNLIMITED INC. OR,39900
1503,268388,LIBRARY ADMINISTRATOR'S DIGEST,3242
1504,269799,LIBRARY AND FAMILY HISTORY CEN,v109
1505,266415,LIBRARY FUTURES QUARTERLY,21227
1506,268778,LIBRARY HOTLINE,6775
1507,282005,LIBRARY IDEAS LLC,v1314
1508,281890,LIBRARY MANAGEMENT INSTITUTE,v1281
1509,268193,LIBRARY OF CONGRESS,23098
1510,267757,LIBRARY OF VIRGINIA,22631
1511,266877,LIBRARY RESEARCH ASSOCIATES,21709
1512,265997,LIBRARY SOLUTIONS PRESS,20386
1513,267196,LIBRARY STORE,22050
1514,267412,LIBRARY TECHNOLOGY ALLIANCE,22268
1515,268950,LIBRARY VIDEO COMPANY,8707
1516,265936,LIBRARY VIDEO NETWORK,20195
1517,267202,LIBROS LABINOS,22056
1518,265913,LIBROS SIN FRONTERAS,20047
1519,267447,LIBROS SIN FRONTERAS,22304
1520,265891,LICKING COUNTY GENEALOGICAL,19958
1521,278662,LICKING RIVER REVIEW,v785
1522,266864,LIFE AT WORK COMPANY,21696
1523,267097,LIFESTAR PUBLISHING,21947
1524,268252,LIFESTYLE MEDIA INC.,23162
1525,270691,LIFETIME MAGAZINE LLC,v217
1526,264936,LIGHT WORK INC.,11300
1527,266001,LIGHTBORNE PUBLICATIONS INC.,20393
1528,265874,LIGHTHOUSE CHRISTIAN MAGAZINE,19886
1529,266743,LIGHTHOUSE PRESS INC.,21568
1530,271445,LILYAN BACHRACH,v314
1531,266766,LIMELIGHT BOOKS,21594
1532,265142,LIMITED EDITIONS CLUB,1385
1533,281615,LINDA DIETRICH,v1240
1534,266477,LINDA LYONS,21292
1535,265161,LINGUA FRANCA,14007
1536,268469,LINGUISTIC SOCIETY OF AMERICA,40199
1537,266390,LINWORTH PUBLICATIONS,21202
1538,266470,LIPPINCOTT & PETO INC,21285
1539,272046,LIPPINCOTT & PETO INC.,v403
1540,268149,LIPPINCOTT WILLIAMS & WILKINS,23050
1541,265608,LIQUID 8 RECORDS,18389
1542,281461,LISA SHUSTERMAN,v1198
1543,266103,LISTEN & LIVE AUDIO,20767
1544,267943,LISTEN USA,22824
1545,265450,LITERACY VOLUNTEERS OF AMERICA,17238
1546,268179,LITTLE FALLS RAILROAD AND DOLL,23083
1547,267427,LITTLE FOLKS VISUAL,22283
1548,266073,LITTLE MIAMI PUBLISHING CO.,20680
1549,267505,LITTLE RIVER BOOKS,22366
1550,268474,LITURGICAL PRESS,40345
1551,267161,LIVE MUSIC RECORDINGS,22013
1552,265279,LIVE OAK MEDIA,15549
1553,267857,LIVING MEDIA INDIA LTD.,22735
1554,267657,LIVING OVERSEAS BOOKS,22528
1555,267727,LIVING SACRIFICE BOOK CO.,22599
1556,267394,LIVINGSTON COUNTY HISTORICAL,22250
1557,265340,LLEWELLYN WORLDWIDE LTD,16168
1558,281133,LLOYD PRICE BOOKS,v1110
1559,272331,LN PUBLICATIONS INC. OR THE HO,v425
1560,266849,LOCUS PRESS,21679
1561,267503,LODESTONE CATALOG,22364
1562,266876,LOGAN COUNTY GENEALOGICAL,21708
1563,267468,LOGAN COUNTY GENEALOGICAL,22328
1564,268620,LOGAN COUNTY GENEALOGICAL AND,5417
1565,265334,LOGIN PUBLISHERS CONSORTIUM,16118
1566,265222,LOGISTECH INC./DDA,14840
1567,265221,LOGOS PRODUCTIONS INC,14810
1568,269714,LOMINGER LTD,v53
1569,274391,LOMINGER LTD,v56
1570,266365,LONDON & NORTH MIDDLESEX,21176
1571,265356,LONDON PUBLISHING COMPANY,16318
1572,280097,LONDON WESTMINSTER & MIDDLESEX,v961
1573,267077,LONE OAK PRESS,21928
1574,267285,LONGBOAT OBSERVER,22141
1575,280741,LONGLEAF SERVICES INC.,v1073
1576,280765,LOOK & ASSOCIATES LLC,v1074
1577,280763,"LOOK & ASSOCIATES, LLC",NULL
1578,281151,LOOME THEOLOGICAL BOOKSELERS,v1114
1579,267487,LOOMPANICS UNLIMITED,22347
1580,279315,LORAIN COUNTY CHAPTER OGS,v860
1581,267702,LORELEI PRESS,22574
1582,266002,LORENZ CORPORATION,20396
1583,267239,LOS ANGELES MAGAZINE,22095
1584,280118,LOSANTIVILLE PRESS,v963
1585,267682,LOTUS PRESS,22554
1586,267510,LOUISE VARISCO,22371
1587,268088,LOUISIANA STATE UNIV PRESS,22980
1588,267827,LOUISVILLE'S BOOK.NET,22703
1589,266999,LOV U BOOKS,21847
1590,278000,LOVELAND BRANCH PERIODICAL CLA,LOVPERCLAIM
1591,270398,LOVELL LOVE,v196
1592,267797,LOVELY BABY MUSIC,22673
1593,265986,LOWER DELMARVA GENEALOGICAL,20357
1594,265587,LPC GROUP,18255
1595,268534,LRP PUBLICATIONS,4757
1596,265442,LUBRECHT & CRAMER LTD,17206
1597,280576,LUCAS COUNTY CHAPTER O.G.S.,v1049
1598,265681,LUCAS COUNTY CHAPTER OGS,18805
1599,265577,LUCENT BOOKS,18154
1600,273939,LUCK'S MUSIC LIBRARY,v543
1601,267734,LUMINA PRESS LLC,22607
1602,266040,LUSHENA BOOKS,20562
1603,267276,LUTE SOCIETY,22132
1604,282226,LYCOMING COUNTY GENEALOGICAL S,v1352
1605,265211,LYNNE RIENNER,14710
1606,265967,LYONS PRESS,20299
1607,266838,M & M GRAPHICS CO,21668
1608,265755,M & S RARE BOOKS INC.,19290
1609,265512,M BOGENSCHUTZ,17731
1610,267437,M STREET CORP.,22294
1611,265173,M. E. SHARPE INC.,14161
1612,268235,M. J. HOUSE PUBL,23143
1613,268118,M.T. PUBLISHING CO.,23013
1614,281499,MAC GUFFIN PRODUCTIONS,v1200
1615,276383,MACARTHUR FOUNDATION,v654
1616,266536,MACDONALD SINGLE COPY,21353
1617,265426,MACDONNELL RARE BOOKS,17015
1618,268483,MACMILLAN PUBLISHING CO. INC.,41530
1619,268484,MACMILLAN PUBLISHING CO. INC.,41534
1620,268485,MACOY PUBLISHING & MASONIC,41599
1621,278003,MADEIRA BRANCH PERIODICAL CLAI,MADPERCLAIM
1622,272194,MADERA COUNTY HISTORICAL SOCIE,v422
1623,265434,MADISON BOOKS,17120
1624,278005,MADISONVILLE BRANCH PERIODICAL,MDIPERCLAIM
1625,268229,MAE SALISBURY,23136
1626,266643,MAGAZINES GALORE,21464
1627,267392,MAGGIE BOWLING,22248
1628,265567,MAGNET,18075
1629,269775,MAGOFFIN COUNTY HISTORICAL SOC,v78
1630,270981,MAGOFFIN COUNTY HISTORICAL SOC,v246
1631,269788,MAHER PUBLICATIONS,v94
1632,268487,MAHONING COUNTY CHAPTER OGS,41825
1633,265051,MAINE ANTIQUE DIGEST,12753
1634,268174,MALEDICTA PRESS,23077
1635,268407,MALONE SOCIETY,339
1636,265276,MANAGED CARE INFORMATION,15523
1637,265987,MANAGEMENT FIRST,20364
1638,266780,MANAGEMENT PUBLICATIONS,21608
1639,269144,MANCHESTER UNIVERSITY PRESS,79572
1640,267388,MANDUCA MUSIC,22244
1641,266341,MANHATTAN PUBLISHING,21148
1642,266736,MANHATTAN TOY,21561
1643,268015,MANIC D PRESS,22903
1644,274777,MANIC D PRESS,v496
1645,279458,MANITOBA GENEALOGICAL SOCIETY,v884
1646,278797,MANTRALINGUA,v801
1647,264984,MANUFACTURERS' NEWS INC.,11994
1648,266926,MANUFACTURING ENGINEERING,21769
1649,266051,MAP PUBLICATIONS,20610
1650,264952,MAP STORE,11635
1651,268236,MAP WORKS INC.,23144
1652,268822,MAPLINK,7236
1653,268194,MARATHON COUNTY GENEALOGY,23099
1654,280722,MARC SELVAGGIO,v1067
1655,266135,MARCEL DEKKER INC.,20845
1656,267911,MARCIE O'NEIL,22791
1657,266626,MARCUS HEASTER,21446
1658,265190,MARG PUBLICATIONS,1435
1659,266904,MARGARET M HOFMANN,21739
1660,266150,MARGARET M. HOFMANN,20876
1661,264930,MARGE HOFACRE'S JAZZ NEWS,11265
1662,282559,MARGUERITE LEVY-FEIBELMAN,v1406
1663,268391,MARIAN STUDIES,3253
1664,268928,MARIE SELBY BOTANICAL GARDENS,8221
1665,278008,MARIEMONT BRANCH PERIODICAL CL,MARPERCLAIM
1666,267037,MARIEMONT PRESERVATION,21885
1667,278538,MARIN COUNTY GENEALOGICAL SOCI,v775
1668,278974,MARIO M. HOOD,v815
1669,265682,MARION AREA GENEALOGICAL,18807
1670,267679,MARION BOYERS PUBLISHERS,22551
1671,268930,MARIPOSA PUBLISHING,8298
1672,266147,MARITIME HERITAGE PRINTS,20867
1673,276987,MARK MCDONOUGH,v696
1674,276990,MARK PALKOVIC,v699
1675,282466,MARK UTLEY,v1393
1676,265314,MARKET TREND REALITIES,15916
1677,279461,MARKETING ALLIANCE,v887
1678,266979,MARKETPATH INC.,21826
1679,265941,MARKETSMITH INC.,20202
1680,267387,MARKOWSKI INTERNATIONAL,22243
1681,264982,MARKUS WIENER PUBLISHERS,11988
1682,266255,MARLBORO MUSIC,21049
1683,267822,MARLEY AND BECK PRESS,22698
1684,265146,MARQUIS WHO'S WHO,13894
1685,268493,MARQUIS WHO'S WHO INC.,42585
1686,268914,MARSHALL & SWIFT,7995
1687,271423,MARSHALL BATSON,v293
1688,265189,MARSHALL CAVENDISH CORP,14357
1689,281271,MARSTON BOOK SERVICES,v1152
1690,266301,MARTHA STEWART BABY,21105
1691,267981,MARTHA STEWART KIDS,22865
1692,266955,MARTHA STEWART LIVING MAGAZINE,21800
1693,265865,MARTHA STEWART WEDDINGS,19844
1694,266847,MARTHA'S VINEYARD HISTORICAL,21677
1695,266818,MARTIN BARNEY,21647
1696,266353,MARTIN GIBBONS,21163
1697,266660,MARTIN MANAGEMENT BOOKS,21482
1698,267039,MARTIN O'CONNOR,21888
1699,268060,MARTIN SOSIN-STRATTON-PETIT,22952
1700,268494,MARTINDALE HUBBELL INC.,42660
1701,267687,MARTINO PUBLISHING,22559
1702,265061,MARVEL COMICS,12909
1703,281782,MARY AND JOHN CLEARING HOUSE,v1263
1704,267405,MARY ANN LIEBERT INC.,22261
1705,267251,MARY CORSI KELLEY,22107
1706,267692,MARY E LYON BOOKSELLER,22564
1707,267543,MARY E. HIRSCH,22409
1708,267618,MARY ELLEN ARMENTROUT,22486
1709,268188,MARY LEE JORDAN,23092
1710,266178,MARY RICHARD ROLLINS,20933
1711,281209,MARY RILEY,v1129
1712,268239,MARY TRACE,23148
1713,273081,MARY-CABRINI DURKIN,v487
1714,267431,MARYAM BOOKSELLERS,22287
1715,281110,MARYJO FLAMM-MILLER,v1104
1716,265531,MARYLAND HISTORICAL SOCIETY,17869
1717,279196,MARZIPAN BOOKS,v844
1718,272053,MASON COUNTY GENEALOGICAL SOCI,v411
1719,267199,MASON CREST PUBLISHERS,22053
1720,268325,MASON RESEARCH CONSULTANTS,2718
1721,279063,MASSACHUSETTS SOCIETY OF GENEA,v819
1722,276112,MASSACHUSETTS SOCIETY OF MAYFL,v645
1723,265151,MASTER COLLECTOR SUBSCRIPTION,13934
1724,277770,MASTER COMMUNICATIONS,v733
1725,277508,MASTERBUY AUDIOBOOKS,v719
1726,265471,MASTHOF BOOKSTORE,17430
1727,265298,MATERIALS INFORMATION,15790
1728,281007,MATT ACKERMANN,v1087
1729,268442,MATTHEW BENDER,36
1730,268962,MATTHEW BENDER & CO. INC.,9160
1731,266522,MATTHEW KELLY FOUNDATION,21338
1732,280979,MATTHEW 25 MINISTRIES,v1082
1733,279153,MAX TATUM,v833
1734,271508,MAXIMUM PC,v325
1735,266155,MAXIT PUBLISHING INC.,20883
1736,272432,MAYBELLE W. CHASE,v436
1737,266417,MAYHAVEN PUBLISHERS,21229
1738,266980,MAZZARELLA BROS. PROD.,21827
1739,266402,MBM BOOKS,21214
1740,269146,MCBLAIN BOOKS,v9
1741,270387,MCBLAIN BOOKS,v183
1742,268243,MCCARTHY'S GEOGRAPHICS,23152
1743,265516,MCCLAIN PRINTING COMPANY,17754
1744,265364,MCCLANAHAN PUBLISHING HOUSE,16426
1745,265777,MCCLELLAND & STEWART/TUNDRA,19404
1746,267539,MCCOLL BROTHERS LOCKWOOD,22405
1747,265199,MCDONALD & WOODWARD PUBLISHING,14550
1748,266772,MCDONALDS BOOKSHOP,21600
1749,273424,MCDONOUGH COUNTY GENEALOGICAL,v515
1750,281238,MCDOWELL PUBLICATIONS,v1137
1751,268477,MCFARLAND AND COMPANY INC.,41194
1752,281111,MCGRANE GLOBAL CENTERS,v1105
1753,268741,MCGRAW-HILL,6433
1754,268479,MCGRAW-HILL BOOK COMPANY,41272
1755,268480,MCGRAW-HILL BOOK COMPANY,41310
1756,265408,MCGRAW-HILL TEXTBOOK,16865
1757,266842,MCGUFFEY MUSEUM,21672
1758,279188,MCH&GS,v836
1759,266627,MCI COMMUNICATION,21448
1760,266758,MCLEAN ARTS AND BOOKS,21585
1761,279444,MCLEAN COUNTY GENEALOGICAL SOC,v878
1762,266045,MCMEDIA LLC,20579
1763,265756,MCMILLAN PUBLICATIONS INC.,19292
1764,266947,MCMULLEN ARGUS PUBLISHING INC,21792
1765,266294,MCNAUGHTON & GUNN,21098
1766,266445,MCSWEENEY'S BOOKS,21258
1767,281685,MDR,v1251
1768,266337,ME MEDIA LLC,21144
1769,265513,ME PUBLICATIONS,17742
1770,266049,MECHLING ASSOCIATES INC.,20605
1771,268500,MEDIA & METHODS MAGAZINE,43115
1772,266235,MEDIA ASSOCIATION,21016
1773,265972,MEDIA BASICS VIDEO,20315
1774,266208,MEDIA EDUCATION FOUNDATION,20976
1775,265039,MEDIA GENERAL FINANICIAL SRVS.,12524
1776,269486,MEDIA WEST,v73
1777,266856,MEDIA WORKING GROUP,21686
1778,265148,MEDICAL DEVICE REGISTER,13912
1779,265672,MEDICAL ECONOMICS,18748
1780,267099,MEDICAL MANOR BOOKS,21949
1781,271968,MEDIEVAL ACADEMY OF AMERICA,v388
1782,268501,MEDINA COUNTY GENEALOGICAL,43244
1783,270689,MEED,v215
1784,266122,MEETING NEWS,2081
1785,267464,MEETING WISDOM PUB.,22322
1786,266098,MEGAPOLIS PUBLISHING COMPANY,20758
1787,270809,MEIN SCHONER GARTEN,v226
1788,265205,MEL BAY PUBLICATIONS INC.,14637
1789,268901,MELSA HANDICRAFT/HOBBY INDEX,79420
1790,269153,MELVIN ELLINGTON,v7
1791,269483,MELVIN ELLINGTON,v39
1792,268242,MEMORIABILIA CORNER,23151
1793,281212,MEN'S STUDIES PRESS,v1133
1794,265418,MENASHA RIDGE PRESS INC,16942
1795,268033,MENNONITE BOOKS,22922
1796,268862,MEP INC/SCHOENHOF'S AR,7556
1797,266315,MEP PUBLICATIONS,21120
1798,266863,MEP SCHOOL DIVISION,21695
1799,268280,MERCANTILE LIBRARY,23192
1800,266719,MERCER COUNTY CHAPTER OGS,21542
1801,265758,MEREDITH CORPORATION,19302
1802,268506,MEREDITH CORPORATION,43515
1803,265907,MERGENT FIS INC.,20018
1804,269150,MERGENT INC.,13312
1805,267349,MERIP,22205
1806,267071,MERLYN'S PEN INC.,21922
1807,266395,MERRIMAN PRESS,21207
1808,266307,MERRITT PARK PRESS,21111
1809,266884,MERRYMAKERS DISTRIBUTION,21716
1810,266810,MESORAH PUBLICATIONS,21639
1811,268746,MESQUITE HISTORICAL AND,6484
1812,266580,MESSIANIC JEWISH RESOURCES,21398
1813,265629,METCALFE COUNTY HISTORICAL,18527
1814,265750,METRO BOOKS,19250
1815,269710,METRO GRAPHIC ARTS,v49
1816,265277,METROMAIL,15529
1817,268507,METROPOLITAN MUSEUM OF ART,43862
1818,266117,METROPOLITAN OPERA GUILD,20801
1819,267003,MGH RECORDS,21851
1820,267393,MGW PUBLICATIONS,22249
1821,273857,MIA BUFKIN,v541
1822,266614,MIAMI CONSERVANCY DISTRICT,21432
1823,264858,MIAMI COUNTY HISTORICAL AND,10257
1824,278010,MIAMI TOWNSHIP BRANCH PERIODIC,MIAPERCLAIM
1825,266890,MICHAEL BLASER GALLERY,21722
1826,267642,MICHAEL BROWN,22511
1827,266644,MICHAEL BROWN RARE BOOKS,21465
1828,266480,MICHAEL FREDERICK,21295
1829,269717,MICHAEL GILLESPIE,v59
1830,268336,MICHAEL GINSBERG BOOKS INC,28395
1831,274778,MICHAEL MALONEY,v593
1832,280445,MICHAEL MORRIS,v1021
1833,265699,MICHAEL SWINT,18908
1834,268133,MICHAEL TORKE,23030
1835,268509,MICHIGAN BOTANIST,43990
1836,266498,MICHIGAN HISTORICAL REVIEW,21314
1837,272047,MICHIGAN LIBRARY ASSOCIATION,v404
1838,265821,MICHIGAN STATE UNIVERSITY,19621
1839,266410,MICHIGAN STATE UNIVERSITY,21222
1840,267846,MICKLER'S BOOKS INC.,22722
1841,268510,MICROMEDIA LTD.,44235
1842,267894,MICROPRESS INC.,22774
1843,266896,MICROSOFT CORPORATION,21729
1844,265445,MID-ATLANTIC GERMANIC SOCIETY,17222
1845,270313,MIDAMERICA BOOKS,v177
1846,274393,MIDLAND GENEALOGICAL SOCIETY,v576
1847,267814,MIDPOINT TRADE BOOKS,22690
1848,265135,MIDRANGE COMPUTING INC.,13769
1849,266227,MIDWAY PUBLISHING,21004
1850,266279,MIDWEST ARTS & CRAFTS,21082
1851,265797,MIDWEST PRESS INC.,19509
1852,265080,MIDWEST TAPE EXCHANGE,13137
1853,267419,MIGHTY GREMLIN PUBLISHING,22275
1854,267781,MIGHTYWORDS,22656
1855,267873,MIKE SCHWAB,22751
1856,267513,MILDRED BLEIGH,22374
1857,265636,MILE OAK PUBLISHING INC.,18553
1858,265011,MILESTONE FILM & VIDEO,12201
1859,268512,MILITARY HISTORY MAGAZINE,44452
1860,271506,MILITARY SPOUSE MAGAZINE,v323
1861,270700,MILK & HONEY PUBLISHING,v228
1862,264897,MILLBROOK PRESS INC.,10783
1863,266027,MILLER FREEMAN BACK ISSUES,20504
1864,268321,MILLER FREEMAN PUBLICATIONS,26832
1865,265329,MILLER FREEMAN TECHNICAL LTD,16088
1866,266057,MILTON QUARTERLY,20632
1867,279697,MILWAUKEE COUNTY HISTORICAL SO,v898
1868,266411,MIM GRACE,21223
1869,266946,MINING ENGINEERING,21791
1870,268513,MINNESOTA GENEALOGICAL SOCIETY,44778
1871,268651,MINNESOTA HISTORICAL SOCIETY,5686
1872,280050,MISSISSIPPI COAST HISTORICAL &,v956
1873,268514,MISSISSIPPI HISTORICAL SOCIETY,44852
1874,268515,MISSOURI HISTORICAL SOCIETY,44855
1875,265207,MISTER ANDERSON'S COMPANY,14652
1876,268428,MIT PRESS JOURNALS,3556
1877,279460,MIT PRESS JOURNALS,v886
1878,276688,MITCHELL AND MITCHELL,v673
1879,268782,MITCHELL INTERNATIONAL,6843
1880,267423,MITCHELL LANE PUBLISHERS,22279
1881,271072,MK PUBLISHING,v266
1882,265179,MLH RESEARCH,14246
1883,267538,MMM,22404
1884,266354,MMM RECORDINGS,21164
1885,282279,MOBILE GENEALOGICAL SOCIETY,v1370
1886,268419,MODELTEC,3489
1887,268452,MODERN LANGUAGE ASSOCIATION,3810
1888,271068,MODERN LANGUAGE STUDIES SUSQUE,v261
1889,272691,MOK LAU,v457
1890,273647,MOMO BOOKS,v535
1891,267938,MONAMI PUBLICATIONS,22819
1892,272942,MONARCH PRESS,v475
1893,265885,MONDAY MORNING BOOKS,19930
1894,268090,MONDO PUBLISHING,22983
1895,267647,MONEY INSTITUTE,22516
1896,268297,MONEY MARKET DIRECTORIES INC.,2442
1897,266761,MONEY TREE IMPRINTS,21588
1898,278012,MONFORT HEIGHTS BRANCH PERIODI,MONPERCLAIM
1899,268037,MONROE CNTY HISTORICAL SOCIETY,22926
1900,268165,MONROE COUNTY CHAPTER OGS,23066
1901,266903,MONTANA MANDOLIN SOCIETY,21738
1902,266650,MONTEREY BAY AQUARIUM,21471
1903,267324,MONTEVALLI HISTORICAL PRESS,22180
1904,264979,MONTGOMERY COUNTY CHAPTER OGS,11954
1905,279191,MONTGOMERY GENEALOGICAL SOCIET,v839
1906,267168,MONTGOMERY HISTORIC PRESERVA-,22020
1907,278368,MONTHLY REVIEW,v760
1908,268661,MONTHLY REVIEW FOUNDATION,5789
1909,265078,MOODY,13130
1910,268546,MOONBEAM PUBLICATIONS,4845
1911,266016,MOONLIGHT PUBLISHING,20464
1912,280443,MOORSHEAD MAGAZINES LTD.,v1019
1913,264914,MOREHOUSE RESEARCH INSTITUTE,10993
1914,266720,MORGAN COUNTY CHAPTER OGS,21543
1915,266381,MORGAN QUITNO CORPORATION,21193
1916,280575,MORGAN REYNOLDS PUBLISHING,v1048
1917,268184,MORLEY BOOKS,23088
1918,265764,MORNING SUN BOOKS,19337
1919,268521,MORNINGSIDE BOOKSHOP,45700
1920,265007,MORNINGSTAR,12186
1921,268960,MORRIS AREA GENEALOGY SOCIETY,9113
1922,271971,MORRIS COMMUNICATIONS,v391
1923,265456,MORRIS PUBLISHING,17297
1924,268130,MORRIS VIDEO,23026
1925,265683,MORROW COUNTY GENEALOGICAL,18810
1926,268410,MORTGAGE BANKERS ASSOCIATION,3423
1927,266323,MOSAIC PRESS,21128
1928,268810,MOSBY-YEAR BOOK INC,7104
1929,273497,MOTILAL BANARSIDASS,v526
1930,266347,MOTOR BOOKS,21155
1931,268523,MOTORBOOKS INTERNATIONAL,45935
1932,267139,MOTT STUDIO,21990
1933,272430,MOULTRIE COUNTY HISTORICAL &GE,v434
1934,278013,MOUNT HEALTHY BRANCH PERIODICA,MTHPERCLAIM
1935,278014,MOUNT WASHINGTON BRANCH PERIOD,MTWPERCLAIM
1936,265834,MOUNTAIN PRESS,19678
1937,268096,MOUNTAINEERS BOOKS,22989
1938,265292,MOVEABLE FEAST,15665
1939,265664,MOVIELINE,18719
1940,265234,MOVIES UNLIMITED,15021
1941,265081,MPI MEDIA GROUP,13158
1942,265427,MPL COMMUNICATIONS,17031
1943,265654,MPS,18685
1944,268927,MR & CO.,8206
1945,274110,MR. CARL T. WINEGARDNER,v558
1946,271625,MR. GARFIELD,v360
1947,271439,MRG PROFESSIONAL SERVICES,v308
1948,269010,MRS. J. W. RUTTER,9995
1949,267398,MT PUBLISHING COMPANY INC.,22254
1950,281933,MT. ADAMS PUBLISHING,v1288
1951,265482,MUHLENBERG COUNTY GENEALOGICAL,17502
1952,265384,MULTI-CULTURAL BOOKS & VIDEOS,16665
1953,267281,MULTI-CULTURAL BOOKS & VIDEOS,22137
1954,266454,MULTI-MEDIA INTERNATIONAL,21268
1955,267617,MULTICULTURAL BOOKS & VIDEOS,22485
1956,265563,MULTICULTURAL MEDIA,18045
1957,268537,MUNICIPAL ANALYSIS SERVICES,4768
1958,267747,MURDER BY THE BOOK,22620
1959,267685,MUSCLEMAG INTERNATIONAL,22557
1960,268941,MUSCOGEE GENEALOGICAL SOCIETY,8517
1961,268313,MUSEUM OF AMERICAN FOLK ART,2612
1962,265336,MUSEUM OF FINE ARTS BOSTON,16125
1963,268071,MUSEUM STUDIES THE ART,22963
1964,268524,MUSIC EDUCATORS NATIONAL,46420
1965,268869,MUSIC FOR LITTLE PEOPLE,7610
1966,268525,MUSIC LIBRARY ASSOCIATION,46601
1967,264860,MUSIC OCLC USERS GROUP,10313
1968,265183,MUSIC SALES CORPORATION,14313
1969,266405,MUSIC TEACHERS NATIONAL ASSN,21217
1970,265410,MUSIC VIDEO DISTRIBUTORS,16870
1971,282344,MUSICA RUSSICA,v1377
1972,265977,MUSICAL AMERICA WORLDWIDE,20326
1973,265287,MUSICAL HERITAGE SOCIETY,15610
1974,267122,MUSICAL INSTRUMENT AUCTION,21973
1975,268527,MUSICDATA INC.,46690
1976,266834,MUSICIANS WORKSHOP,21664
1977,269982,MUSIC123,v153
1978,277255,MUSIK GARTEN,v712
1979,266767,MUSKA & LIPMAN PUBLISHING,21595
1980,266013,MUSKINGUM COUNTY CHAPTER OGS,20450
1981,268565,MUSLIM JOURNAL,4970
1982,265478,MUSLIM STUDENT'S ASSOCIATION,17461
1983,265399,MUZE INC.,16797
1984,267370,MY GENERATION,22227
1985,272761,MY KIDS MEDIA,v462
1986,266631,MYRON S. HOYT,21451
1987,265635,MYRON WOLF,18550
1988,267483,MYSTICAL PLACES PRESS,22343
1989,264994,MYSTICS QUARTERLY,12126
1990,268528,MYTHOPOEIC SOCIETY,46740
1991,265720,N & W HISTORICAL SOCIETY,19029
1992,275782,NA PUBLISHING INC.,v631
1993,268529,NADA APPRAISAL GUIDES,46756
1994,277357,NAEYC RESOURCE SALES,v713
1995,264917,NAFTALI GREENWOOD,11037
1996,267825,NAFZIGER COLLECTION,22701
1997,266266,NAGEL AUCTIONS,21068
1998,266433,NAIC,21246
1999,265740,NAN MULFORD GALLERY,19188
2000,267865,NANCY CROWLEY,22743
2001,267947,NANCY HUNTING,22829
2002,268180,NANCY PRIVETT,23084
2003,266622,NANCY VERRIER,21441
2004,267773,NAP,22648
2005,266888,NAPOLEON MADDOX,21720
2006,266148,NARWHAL PRESS INC.,20872
2007,267011,NASABA MAGAZINE,21859
2008,281845,NASCO,v1270
2009,268085,NATCHEZ TRACE GENEALOGICAL SOC,22977
2010,269334,NATIONAL ACCREDITING COMMISSIO,v24
